Timestamp,Value
04.11.2024 14:31,1963.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1962.0
04.11.2024 14:31,1951.0
04.11.2024 14:31,1931.0
04.11.2024 14:31,1934.0
04.11.2024 14:31,1937.0
04.11.2024 14:31,1937.0
04.11.2024 14:31,1940.0
04.11.2024 14:31,1958.0
04.11.2024 14:31,1958.0
04.11.2024 14:31,1961.0
04.11.2024 14:31,1962.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1946.0
04.11.2024 14:31,1941.0
04.11.2024 14:31,1944.0
04.11.2024 14:31,1943.0
04.11.2024 14:31,1955.0
04.11.2024 14:31,1970.0
04.11.2024 14:31,1984.0
04.11.2024 14:31,1986.0
04.11.2024 14:31,1986.0
04.11.2024 14:31,1986.0
04.11.2024 14:31,1983.0
04.11.2024 14:31,1981.0
04.11.2024 14:31,1979.0
04.11.2024 14:31,1978.0
04.11.2024 14:31,1980.0
04.11.2024 14:31,1982.0
04.11.2024 14:31,1981.0
04.11.2024 14:31,1943.0
04.11.2024 14:31,1942.0
04.11.2024 14:31,1943.0
04.11.2024 14:31,1943.0
04.11.2024 14:31,1953.0
04.11.2024 14:31,1962.0
04.11.2024 14:31,1962.0
04.11.2024 14:31,1961.0
04.11.2024 14:31,1961.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1962.0
04.11.2024 14:31,1960.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1932.0
04.11.2024 14:31,1937.0
04.11.2024 14:31,1938.0
04.11.2024 14:31,1938.0
04.11.2024 14:31,1938.0
04.11.2024 14:31,1940.0
04.11.2024 14:31,1942.0
04.11.2024 14:31,1942.0
04.11.2024 14:31,1943.0
04.11.2024 14:31,1943.0
04.11.2024 14:31,1943.0
04.11.2024 14:31,1945.0
04.11.2024 14:31,1950.0
04.11.2024 14:31,1972.0
04.11.2024 14:31,1978.0
04.11.2024 14:31,1982.0
04.11.2024 14:31,1985.0
04.11.2024 14:31,1986.0
04.11.2024 14:31,1987.0
04.11.2024 14:31,1987.0
04.11.2024 14:31,1986.0
04.11.2024 14:31,1983.0
04.11.2024 14:31,1982.0
04.11.2024 14:31,1985.0
04.11.2024 14:31,1984.0
04.11.2024 14:31,1989.0
04.11.2024 14:31,1972.0
04.11.2024 14:31,1967.0
04.11.2024 14:31,1968.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1954.0
04.11.2024 14:31,1940.0
04.11.2024 14:31,1942.0
04.11.2024 14:31,1940.0
04.11.2024 14:31,1941.0
04.11.2024 14:31,1937.0
04.11.2024 14:31,1941.0
04.11.2024 14:31,1943.0
04.11.2024 14:31,1948.0
04.11.2024 14:31,1955.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1962.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1962.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1962.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1961.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1936.0
04.11.2024 14:31,1931.0
04.11.2024 14:31,1953.0
04.11.2024 14:31,1958.0
04.11.2024 14:31,1962.0
04.11.2024 14:31,1967.0
04.11.2024 14:31,1944.0
04.11.2024 14:31,1932.0
04.11.2024 14:31,1935.0
04.11.2024 14:31,1937.0
04.11.2024 14:31,1957.0
04.11.2024 14:31,1955.0
04.11.2024 14:31,1961.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1962.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1962.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1962.0
04.11.2024 14:31,1941.0
04.11.2024 14:31,1934.0
04.11.2024 14:31,1937.0
04.11.2024 14:31,1937.0
04.11.2024 14:31,1939.0
04.11.2024 14:31,1943.0
04.11.2024 14:31,1959.0
04.11.2024 14:31,1955.0
04.11.2024 14:31,1959.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1940.0
04.11.2024 14:31,1941.0
04.11.2024 14:31,1944.0
04.11.2024 14:31,1942.0
04.11.2024 14:31,1969.0
04.11.2024 14:31,1972.0
04.11.2024 14:31,1985.0
04.11.2024 14:31,1987.0
04.11.2024 14:31,1986.0
04.11.2024 14:31,1986.0
04.11.2024 14:31,1985.0
04.11.2024 14:31,1983.0
04.11.2024 14:31,1978.0
04.11.2024 14:31,1981.0
04.11.2024 14:31,1981.0
04.11.2024 14:31,1983.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1948.0
04.11.2024 14:31,1943.0
04.11.2024 14:31,1943.0
04.11.2024 14:31,1946.0
04.11.2024 14:31,1955.0
04.11.2024 14:31,1959.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1961.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1962.0
04.11.2024 14:31,1959.0
04.11.2024 14:31,1947.0
04.11.2024 14:31,1936.0
04.11.2024 14:31,1940.0
04.11.2024 14:31,1938.0
04.11.2024 14:31,1935.0
04.11.2024 14:31,1939.0
04.11.2024 14:31,1941.0
04.11.2024 14:31,1941.0
04.11.2024 14:31,1942.0
04.11.2024 14:31,1944.0
04.11.2024 14:31,1944.0
04.11.2024 14:31,1948.0
04.11.2024 14:31,1949.0
04.11.2024 14:31,1955.0
04.11.2024 14:31,1981.0
04.11.2024 14:31,1980.0
04.11.2024 14:31,1984.0
04.11.2024 14:31,1986.0
04.11.2024 14:31,1986.0
04.11.2024 14:31,1985.0
04.11.2024 14:31,1985.0
04.11.2024 14:31,1983.0
04.11.2024 14:31,1983.0
04.11.2024 14:31,1981.0
04.11.2024 14:31,1980.0
04.11.2024 14:31,1980.0
04.11.2024 14:31,1975.0
04.11.2024 14:31,1968.0
04.11.2024 14:31,1967.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1938.0
04.11.2024 14:31,1938.0
04.11.2024 14:31,1939.0
04.11.2024 14:31,1942.0
04.11.2024 14:31,1938.0
04.11.2024 14:31,1936.0
04.11.2024 14:31,1944.0
04.11.2024 14:31,1947.0
04.11.2024 14:31,1955.0
04.11.2024 14:31,1959.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1967.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1967.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1958.0
04.11.2024 14:31,1930.0
04.11.2024 14:31,1952.0
04.11.2024 14:31,1955.0
04.11.2024 14:31,1956.0
04.11.2024 14:31,1967.0
04.11.2024 14:31,1958.0
04.11.2024 14:31,1933.0
04.11.2024 14:31,1931.0
04.11.2024 14:31,1935.0
04.11.2024 14:31,1951.0
04.11.2024 14:31,1959.0
04.11.2024 14:31,1961.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1967.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1952.0
04.11.2024 14:31,1934.0
04.11.2024 14:31,1933.0
04.11.2024 14:31,1935.0
04.11.2024 14:31,1936.0
04.11.2024 14:31,1938.0
04.11.2024 14:31,1954.0
04.11.2024 14:31,1957.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1970.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1938.0
04.11.2024 14:31,1940.0
04.11.2024 14:31,1940.0
04.11.2024 14:31,1943.0
04.11.2024 14:31,1976.0
04.11.2024 14:31,1974.0
04.11.2024 14:31,1984.0
04.11.2024 14:31,1987.0
04.11.2024 14:31,1986.0
04.11.2024 14:31,1985.0
04.11.2024 14:31,1982.0
04.11.2024 14:31,1980.0
04.11.2024 14:31,1982.0
04.11.2024 14:31,1983.0
04.11.2024 14:31,1984.0
04.11.2024 14:31,1983.0
04.11.2024 14:31,1946.0
04.11.2024 14:31,1942.0
04.11.2024 14:31,1942.0
04.11.2024 14:31,1944.0
04.11.2024 14:31,1953.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1969.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1968.0
04.11.2024 14:31,1962.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1929.0
04.11.2024 14:31,1936.0
04.11.2024 14:31,1937.0
04.11.2024 14:31,1937.0
04.11.2024 14:31,1941.0
04.11.2024 14:31,1941.0
04.11.2024 14:31,1945.0
04.11.2024 14:31,1945.0
04.11.2024 14:31,1944.0
04.11.2024 14:31,1945.0
04.11.2024 14:31,1945.0
04.11.2024 14:31,1946.0
04.11.2024 14:31,1945.0
04.11.2024 14:31,1955.0
04.11.2024 14:31,1972.0
04.11.2024 14:31,1978.0
04.11.2024 14:31,1980.0
04.11.2024 14:31,1983.0
04.11.2024 14:31,1984.0
04.11.2024 14:31,1984.0
04.11.2024 14:31,1982.0
04.11.2024 14:31,1980.0
04.11.2024 14:31,1979.0
04.11.2024 14:31,1978.0
04.11.2024 14:31,1979.0
04.11.2024 14:31,1980.0
04.11.2024 14:31,1967.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1961.0
04.11.2024 14:31,1959.0
04.11.2024 14:31,1961.0
04.11.2024 14:31,1935.0
04.11.2024 14:31,1939.0
04.11.2024 14:31,1940.0
04.11.2024 14:31,1940.0
04.11.2024 14:31,1939.0
04.11.2024 14:31,1940.0
04.11.2024 14:31,1943.0
04.11.2024 14:31,1945.0
04.11.2024 14:31,1953.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1960.0
04.11.2024 14:31,1959.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1967.0
04.11.2024 14:31,1960.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1968.0
04.11.2024 14:31,1961.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1938.0
04.11.2024 14:31,1930.0
04.11.2024 14:31,1952.0
04.11.2024 14:31,1959.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1967.0
04.11.2024 14:31,1944.0
04.11.2024 14:31,1932.0
04.11.2024 14:31,1935.0
04.11.2024 14:31,1937.0
04.11.2024 14:31,1956.0
04.11.2024 14:31,1954.0
04.11.2024 14:31,1961.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1967.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1962.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1935.0
04.11.2024 14:31,1932.0
04.11.2024 14:31,1935.0
04.11.2024 14:31,1935.0
04.11.2024 14:31,1938.0
04.11.2024 14:31,1942.0
04.11.2024 14:31,1962.0
04.11.2024 14:31,1960.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1967.0
04.11.2024 14:31,1961.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1937.0
04.11.2024 14:31,1941.0
04.11.2024 14:31,1942.0
04.11.2024 14:31,1943.0
04.11.2024 14:31,1970.0
04.11.2024 14:31,1976.0
04.11.2024 14:31,1980.0
04.11.2024 14:31,1982.0
04.11.2024 14:31,1980.0
04.11.2024 14:31,1982.0
04.11.2024 14:31,1982.0
04.11.2024 14:31,1983.0
04.11.2024 14:31,1984.0
04.11.2024 14:31,1982.0
04.11.2024 14:31,1979.0
04.11.2024 14:31,1980.0
04.11.2024 14:31,1955.0
04.11.2024 14:31,1946.0
04.11.2024 14:31,1942.0
04.11.2024 14:31,1944.0
04.11.2024 14:31,1949.0
04.11.2024 14:31,1962.0
04.11.2024 14:31,1959.0
04.11.2024 14:31,1968.0
04.11.2024 14:31,1969.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1968.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1938.0
04.11.2024 14:31,1934.0
04.11.2024 14:31,1938.0
04.11.2024 14:31,1938.0
04.11.2024 14:31,1933.0
04.11.2024 14:31,1938.0
04.11.2024 14:31,1942.0
04.11.2024 14:31,1942.0
04.11.2024 14:31,1943.0
04.11.2024 14:31,1943.0
04.11.2024 14:31,1943.0
04.11.2024 14:31,1946.0
04.11.2024 14:31,1946.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1972.0
04.11.2024 14:31,1980.0
04.11.2024 14:31,1980.0
04.11.2024 14:31,1980.0
04.11.2024 14:31,1980.0
04.11.2024 14:31,1982.0
04.11.2024 14:31,1984.0
04.11.2024 14:31,1985.0
04.11.2024 14:31,1984.0
04.11.2024 14:31,1985.0
04.11.2024 14:31,1985.0
04.11.2024 14:31,1989.0
04.11.2024 14:31,1971.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1953.0
04.11.2024 14:31,1938.0
04.11.2024 14:31,1940.0
04.11.2024 14:31,1941.0
04.11.2024 14:31,1942.0
04.11.2024 14:31,1931.0
04.11.2024 14:31,1942.0
04.11.2024 14:31,1942.0
04.11.2024 14:31,1948.0
04.11.2024 14:31,1957.0
04.11.2024 14:31,1961.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1962.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1960.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1962.0
04.11.2024 14:31,1942.0
04.11.2024 14:31,1928.0
04.11.2024 14:31,1951.0
04.11.2024 14:31,1959.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1941.0
04.11.2024 14:31,1929.0
04.11.2024 14:31,1933.0
04.11.2024 14:31,1938.0
04.11.2024 14:31,1958.0
04.11.2024 14:31,1958.0
04.11.2024 14:31,1961.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1967.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1962.0
04.11.2024 14:31,1966.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1967.0
04.11.2024 14:31,1960.0
04.11.2024 14:31,1933.0
04.11.2024 14:31,1933.0
04.11.2024 14:31,1934.0
04.11.2024 14:31,1935.0
04.11.2024 14:31,1935.0
04.11.2024 14:31,1939.0
04.11.2024 14:31,1962.0
04.11.2024 14:31,1959.0
04.11.2024 14:31,1962.0
04.11.2024 14:31,1967.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1942.0
04.11.2024 14:31,1940.0
04.11.2024 14:31,1941.0
04.11.2024 14:31,1942.0
04.11.2024 14:31,1974.0
04.11.2024 14:31,1974.0
04.11.2024 14:31,1982.0
04.11.2024 14:31,1984.0
04.11.2024 14:31,1986.0
04.11.2024 14:31,1986.0
04.11.2024 14:31,1985.0
04.11.2024 14:31,1983.0
04.11.2024 14:31,1981.0
04.11.2024 14:31,1981.0
04.11.2024 14:31,1982.0
04.11.2024 14:31,1984.0
04.11.2024 14:31,1950.0
04.11.2024 14:31,1943.0
04.11.2024 14:31,1946.0
04.11.2024 14:31,1943.0
04.11.2024 14:31,1950.0
04.11.2024 14:31,1963.0
04.11.2024 14:31,1962.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1961.0
04.11.2024 14:31,1961.0
04.11.2024 14:31,1961.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1962.0
04.11.2024 14:31,1964.0
04.11.2024 14:31,1965.0
04.11.2024 14:31,1930.0
04.11.2024 14:31,1935.0
04.11.2024 14:31,1937.0
04.11.2024 14:31,1935.0
04.11.2024 14:31,1941.0
04.11.2024 14:31,1943.0
04.11.2024 14:31,1943.0
04.11.2024 14:31,1942.0
04.11.2024 14:31,1942.0
04.11.2024 14:31,1942.0
04.11.2024 14:31,1943.0
04.11.2024 14:31,1947.0
04.11.2024 14:31,1948.0
04.11.2024 14:31,1970.0
04.11.2024 14:31,1973.0
04.11.2024 14:32,1980.0
04.11.2024 14:32,1983.0
04.11.2024 14:32,1982.0
04.11.2024 14:32,1980.0
04.11.2024 14:32,1981.0
04.11.2024 14:32,1982.0
04.11.2024 14:32,1982.0
04.11.2024 14:32,1984.0
04.11.2024 14:32,1985.0
04.11.2024 14:32,1986.0
04.11.2024 14:32,1981.0
04.11.2024 14:32,1972.0
04.11.2024 14:32,1967.0
04.11.2024 14:32,1966.0
04.11.2024 14:32,1965.0
04.11.2024 14:32,1963.0
04.11.2024 14:32,1942.0
04.11.2024 14:32,1937.0
04.11.2024 14:32,1938.0
04.11.2024 14:32,1941.0
04.11.2024 14:32,1938.0
04.11.2024 14:32,1937.0
04.11.2024 14:32,1942.0
04.11.2024 14:32,1945.0
04.11.2024 14:32,1953.0
04.11.2024 14:32,1962.0
04.11.2024 14:32,1963.0
04.11.2024 14:32,1966.0
04.11.2024 14:32,1963.0
04.11.2024 14:32,1964.0
04.11.2024 14:32,1965.0
04.11.2024 14:32,1964.0
04.11.2024 14:32,1963.0
04.11.2024 14:32,1960.0
04.11.2024 14:32,1965.0
04.11.2024 14:32,1964.0
04.11.2024 14:32,1965.0
04.11.2024 14:32,1959.0
04.11.2024 14:32,1965.0
04.11.2024 14:32,1965.0
04.11.2024 14:32,1965.0
04.11.2024 14:32,1963.0
04.11.2024 14:32,1939.0
04.11.2024 14:32,1928.0
04.11.2024 14:32,1954.0
04.11.2024 14:32,1961.0
04.11.2024 14:32,1961.0
04.11.2024 14:32,1967.0
04.11.2024 14:32,1942.0
04.11.2024 14:32,1929.0
04.11.2024 14:32,1935.0
04.11.2024 14:32,1940.0
04.11.2024 14:32,1958.0
04.11.2024 14:32,1953.0
04.11.2024 14:32,1959.0
04.11.2024 14:32,1967.0
04.11.2024 14:32,1965.0
04.11.2024 14:32,1964.0
04.11.2024 14:32,1964.0
04.11.2024 14:32,1964.0
04.11.2024 14:32,1962.0
04.11.2024 14:32,1962.0
04.11.2024 14:32,1967.0
04.11.2024 14:32,1963.0
04.11.2024 14:32,1966.0
04.11.2024 14:32,1962.0
04.11.2024 14:32,1935.0
04.11.2024 14:32,1932.0
04.11.2024 14:32,1934.0
04.11.2024 14:32,1934.0
04.11.2024 14:32,1938.0
04.11.2024 14:32,1944.0
04.11.2024 14:32,1957.0
04.11.2024 14:32,1958.0
04.11.2024 14:32,1966.0
04.11.2024 14:32,1967.0
04.11.2024 14:32,1962.0
04.11.2024 14:32,1944.0
04.11.2024 14:32,1938.0
04.11.2024 14:32,1939.0
04.11.2024 14:32,1940.0
04.11.2024 14:32,1962.0
04.11.2024 14:32,1971.0
04.11.2024 14:32,1981.0
04.11.2024 14:32,1982.0
04.11.2024 14:32,1981.0
04.11.2024 14:32,1981.0
04.11.2024 14:32,1982.0
04.11.2024 14:32,1984.0
04.11.2024 14:32,1983.0
04.11.2024 14:32,1979.0
04.11.2024 14:32,1980.0
04.11.2024 14:32,1982.0
04.11.2024 14:32,1973.0
04.11.2024 14:32,1951.0
04.11.2024 14:32,1946.0
04.11.2024 14:32,1946.0
04.11.2024 14:32,1947.0
04.11.2024 14:32,1960.0
04.11.2024 14:32,1958.0
04.11.2024 14:32,1966.0
04.11.2024 14:32,1967.0
04.11.2024 14:32,1965.0
04.11.2024 14:32,1964.0
04.11.2024 14:32,1965.0
04.11.2024 14:32,1964.0
04.11.2024 14:32,1965.0
04.11.2024 14:32,1962.0
04.11.2024 14:32,1942.0
04.11.2024 14:32,1933.0
04.11.2024 14:32,1939.0
04.11.2024 14:32,1939.0
04.11.2024 14:32,1938.0
04.11.2024 14:32,1938.0
04.11.2024 14:32,1941.0
04.11.2024 14:32,1940.0
